분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(X좌표),경도(Y좌표),유무료,문화포털상세URL
뮤지컬/오페라,종로구,2024 뮤지컬 노트르담 드 파리 - 한국어버전,2024-01-24~2024-03-24,세종대극장,세종문화회관,8세이상 관람 가능,"VIP석 170,000원 / R석 140,000원 / S석 110,000원 / A석 90,000원 / B석 70,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34777&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d28637ef36ea4b39b08d07ca28c11d8c&thumb=Y,2023-11-22,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144322&menuNo=200008
콘서트,마포구,마포아트센터 M 레트로 시리즈 2024 신년맞이 어떤가요 #7,2024-01-18~2024-01-18,마포아트센터 아트홀 맥 ,마포문화재단, 취학아동 이상 (2017년 포함 이전 출생자)," R석 66,000원/ S석 55,000원/ A석 44,000원","조성모, 뱅크(정시로)",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2285&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=43bd8ae3612e4cb2bb3a7edf9186efbf&thumb=Y,2023-10-30,기관,00:00.0,00:00.0,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143909&menuNo=200008
축제-시민화합,중구,서울라이트 DDP: DDP 새해맞이 카운트다운,2023-12-31~2014-01-01,,동대문디자인플라자,시민 누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=608&boardno=16&bbstopno=608&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=25c5d53884b2442ca9343dfea30f9e78&thumb=Y,2023-11-17,기관,00:00.0,00:00.0,,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144256&menuNo=200010
콘서트,강동구,"[강동문화재단] 크리스마스 콘서트, 선물",2023-12-24~2023-12-24,대극장 한강,강동문화재단,14세 이상 관람,"R석 88,000원 S석 77,000원 A석 66,000원", 노리플라이X정준일,,,https://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=2013&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0384cf9f66143ec8011d9ca3c9bd308&thumb=Y,2023-11-04,기관,00:00.0,00:00.0,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144027&menuNo=200008
무용,노원구,동화 뮤지컬 발레 [빨간모자],2023-12-23~2023-12-23,노원어린이극장,노원문화재단,36개월 이상,"전석 20,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=356,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c850afe422bc41b0a71f38330b21e88d&thumb=Y,2023-11-23,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.65445005,127.0636923,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144339&menuNo=200008
콘서트,구로구,[구로문화재단] 주현미 콘서트,2023-12-23~2023-12-23,구로아트밸리 예술극장,구로문화재단,8세이상 관람가,"R석 90,000원, S석 60,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3697&page=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c3282ef9b0074786a6610329fc416d8e&thumb=Y,2023-11-02,기관,00:00.0,00:00.0,기타,37.49655847,126.8889639,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143978&menuNo=200008
콘서트,강북구,딕펑스×두번째달_Spice of life,2023-12-23~2023-12-23,꿈의숲 퍼포먼스홀,세종문화회관,만 8세 이상,"전석 45,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34449&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5e5494491b1481081180ac991c410db&thumb=Y,2023-09-19,기관,00:00.0,00:00.0,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143406&menuNo=200008
축제-기타,광진구,2023 한강페스티벌 겨울 [Hangang River Festival-Winter],2023-12-22~2023-12-31,한강공원 일대,한강사업본부,누구나,무료(일부 프로그램 유료),,,,https://festival.seoul.go.kr/hangang,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=989de15a1c564c63bd4f65efca8037b3&thumb=Y,2023-11-10,기관,00:00.0,00:00.0,기타,37.53895578,127.0416692,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144137&menuNo=200010
클래식,종로구,"177회 정기연주 [겨울, 다시 겨울]",2023-12-22~2023-12-23,세종체임버홀,세종문화회관,만7세 이상(취학아동 이상 관람 가능),"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34769&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b2c615d3428640b1b78135b052229586&thumb=Y,2023-11-17,기관,00:00.0,00:00.0,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144260&menuNo=200008
축제-문화/예술,중구,서울라이트 DDP 2023 겨울,2023-12-21~2024-01-01,"어울림광장, 디자인거리 등 야외",서울디자인재단,누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=605&boardno=16&bbstopno=605&act=view&subno=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f6a852b03a2a4741a5425e8cd037ca20&thumb=Y,2023-11-10,기관,00:00.0,00:00.0,가족 문화행사,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144153&menuNo=200010
축제-문화/예술,중구,DDP 겨울축제,2023-12-21~2023-12-31,DDP 일대,동대문디자인플라자,누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=607&boardno=16&bbstopno=607&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2664f5f0b6074fedb8466ec5867f9f8a&thumb=Y,2023-11-13,기관,00:00.0,00:00.0,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144183&menuNo=200010
기타,중구,제10회 서울퓨처포럼 : All in AI,2023-12-21~2023-12-21,"DDP 아트홀 2관, 컨퍼런스룸",동대문디자인플라자,홈페이지 참고," 참가비 770,000원 (부분무료관람)",,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=609&boardno=16&bbstopno=609&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5a6997095a674287b586d4f0e21af01a&thumb=Y,2023-11-16,기관,00:00.0,00:00.0,기타,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144250&menuNo=200013
콘서트,마포구,2023 마포아트센터 송년콘서트 [나윤선 ANOTHER CHRISTMAS],2023-12-20~2023-12-20,마포아트센터 아트홀 맥트 ,마포문화재단,8세 이상,"R석(1층) 55,000원/ S석(2층) 35,000원"," 나윤선, 막심 산체스, 토니 팰만",,,http://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2280&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d32080e118249d7b74dbbeb7109611d&thumb=Y,2023-10-19,기관,00:00.0,00:00.0,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143792&menuNo=200008
뮤지컬/오페라,서초구,서초문화원 [2023년 송년음악회],2023-12-20~2023-12-20,서초문화예술회관 1층 아트홀,서초문화원,누구나,,,대중에게 익숙한 선율의 '프랑스 오페라 갈라 콘서트' 부터 다가오는 크리스마스를 만끽 할 수 있는 '크리스마스 캐롤' 까지! 연말을 맞이한 서초문화원의 음악선물,,http://socc.or.kr/bbs/board.php?bo_table=sub05_01&wr_id=307,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ac80ade12ee445ca921423eab0a08939&thumb=Y,2023-11-21,기관,00:00.0,00:00.0,가족 문화행사,37.48170939,127.0358612,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144309&menuNo=200008
클래식,송파구,강남심포니오케스트라 제101회 정기연주회,2023-12-19~2023-12-19,롯데콘서트홀,강남문화재단,취학아동 이상 관람가,"R석 3만원, S석 2만원, A석 1만원",,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform05/70/view.do?mid=gfac_perform0101,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3a219fb8e2214499bca7f10f722b644e&thumb=Y,2023-11-23,기관,00:00.0,00:00.0,기타,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144330&menuNo=200008
축제-문화/예술,중구,"제1회 서울공예문화축제 ; 공예, 꽃을 피우다",2023-12-17~2023-12-18,한국의 집,기타,일반시민,,,,,https://sccfc.co.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfeb8bde66124a8facd79b8135f4d6c4&thumb=Y,2023-11-15,시민,00:00.0,00:00.0,기타,37.5602983,126.9947541,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144231&menuNo=200010
콘서트,관악구,2023 관악겨울예술축제 송년패키지,2023-12-16~2023-12-28,관악아트홀 공연장,관악문화재단,만 8세 이상,R석 5만원 S석 3만원,,,,https://gfac.or.kr/site/main/performance/93/view,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6f70cc0b9f5d480793c45b40cb713b18&thumb=Y,2023-11-23,기관,00:00.0,00:00.0,기타,37.46755336,126.9449624,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144333&menuNo=200008
콘서트,성북구,[윈터 콘서트 : 짙은] 머무른 때에 짙어지고,2023-12-16~2023-12-16,"꿈빛극장 (서울 성북구 길음로 7길 20, 서울성북미디어문화마루 4층)",성북문화재단,8세 이상 (취학 아동 관람 가능),전석 4만원,,,,https://www.sbculture.or.kr/culture/main/contents.do?menuNo=500191,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4be9607fd52f493cbfe626fd831b386e&thumb=Y,2023-11-15,기관,00:00.0,00:00.0,기타,37.60375521,127.0222037,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144223&menuNo=200008
연극,금천구,너나나시리즈 유아소리극 [환영해],2023-12-16~2023-12-16,금나래아트홀,금천문화재단,"8-18개월 아기와 보호자, 임신부",감동기부 (공연 정보란 참고),,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3570&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6993cb95e40f4f418dc17b6e55f7e2c1&thumb=Y,2023-11-23,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.45657851,126.8959725,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144337&menuNo=200008
전시/미술,중구,DDP 오픈큐레이팅 vol.31 [상실의 기록 - 소생하는 기억의 틈]展,2023-12-15~2024-03-31,DDP 갤러리문,동대문디자인플라자,누구나,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=505&boardno=15&bbstopno=505&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=abf96c1539324e74ae9ddd32a93c9ac9&thumb=Y,2023-11-22,기관,00:00.0,00:00.0,기타,37.56681313,127.0096257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144316&menuNo=200009
축제-기타,종로구,서울윈터페스타 2023,2023-12-15~2024-01-21,"광화문광장, 청계천 등",서울시청,누구나,,,,,https://culture.seoul.go.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c12a52c12fd4bc7b058678cc1669fdd&thumb=Y,2023-11-23,기관,00:00.0,00:00.0,가족 문화행사,37.57184786,126.9761683,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144323&menuNo=200010
무용,종로구,A+(에이플러스),2023-12-15~2023-12-17,세종S씨어터,세종문화회관,2016년 12월 31일 출생자까지,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34688&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48318a6639f34dff9e7befe61c65f444&thumb=Y,2023-11-20,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144298&menuNo=200008
무용,마포구,2023 M 송년시리즈 발레 [호두까기 인형],2023-12-15~2023-12-17,마포아트센터 아트홀맥,마포문화재단,48개월 이상," R석 70,000원 S석 60,000원 A석 50,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2279&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f624469769504fa6a08d8fac8646e373&thumb=Y,2023-10-19,기관,00:00.0,00:00.0,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143791&menuNo=200008
연극,노원구,매직드로잉 가족극 [두들팝],2023-12-15~2023-12-16,노원어린이극장,노원문화재단,36개월 이상,"전석 30,000원",,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=355,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=abcd23b408f54cb69a350b548ae00d44&thumb=Y,2023-11-15,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.65445005,127.0636923,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144211&menuNo=200008
연극,종로구,2023 연말가족공연 [구두쇠 스크루지 - 크리스마스 캐럴],2023-12-15~2023-12-15,종로 아이들극장,종로문화재단,만 36개월 이상,"전석 30,000원",,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=292&pgCatCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dde3bdffa867494fa4ac91b0c27733a2&thumb=Y,2023-11-14,기관,00:00.0,00:00.0,어린이/청소년 문화행사,37.59046055,126.9987986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144204&menuNo=200008
전시/미술,중구,[서울시립미술관] 구본창의 항해,2023-12-14~2024-03-10,서울시립미술관 서소문본관,서울시립미술관,전체관람가,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1244356,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=27ca985ee5054673a524b6965f59a6ab&thumb=Y,2023-11-15,기관,00:00.0,00:00.0,기타,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144229&menuNo=200009
무용,중구,국립무용단 [묵향],2023-12-14~2023-12-17,국립극장 해오름,국립극장,초등학생 이상 관람가,"VIP석 7만원, R석 5만원, S석 3만원, A석 2만원",국립무용단,,,https://me2.do/5xLarB5U,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=308094dc98924f2382cd22d1390d55ea&thumb=Y,2023-11-09,기관,00:00.0,00:00.0,,37.55199491,126.9992673,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144106&menuNo=200008
클래식,종로구,"[서울시합창단 제 167회 정기연주회] 헨델, 오라토리오 메시아",2023-12-14~2023-12-15,세종체임버홀,세종문화회관,만 7세 이상,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33868&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f8ac574a2e6b4e498421d4ed8438a6c7&thumb=Y,2023-10-19,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143797&menuNo=200008
전시/미술,중구,"[시민청] X-Color ; 해방구 (부제: 용서, 치유, 화해의 별)",2023-12-13~2023-12-19, 서울시청 시민청 지하 1층 시민플라자 A,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2746,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c9de2b64e7b7439ebf8f9428efa1288e&thumb=Y,2023-11-10,기관,00:00.0,00:00.0,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144139&menuNo=200009
전시/미술,종로구,"2023 창신소통공작소 [영 아티스트 레지던시] 작가 결과 전 - Same space, Different dreams",2023-12-12~2023-12-16,창신소통공작소(창신6가길 47),종로문화재단,누구나 관람 가능,무료,"권혜승작가, 조민열작가",창신소통공작소에서 선정되어 활동 중인 작가 두 명인 권혜승과 조민열이 창신동의 지역성을 작가 개개인의 해석을 통해 다르게 표현한 전시,,https://www.jfac.or.kr/site/main/program/perf_exhi_list_view?pgIdx=2165,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e64cd47ff6464da1bba9cf1ade956d4f&thumb=Y,2023-11-20,기관,00:00.0,00:00.0,기타,37.57620547,127.0123954,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144291&menuNo=200009
클래식,송파구,[서울모테트합창단 제125회 정기연주회] 창단 35주년 기념 마스터피스 시리즈 III  바흐 크리스마스 오라토리오,2023-12-12~2023-12-12,롯데콘서트홀,기타,초등학생 이상 관람 가능 (미취학 아동 입장 불가),R석 : 10만원 / S석 : 7만원 / A석 : 5만원 / B석 : 3만원 / C석 : 2만원,"지휘 : 박치용 / 소프라노 오은경, 카운터테너 장정권, 테너 김효종, 베이스 이건욱",바흐 <크리스마스 오라토리오>,,https://blog.naver.com/motetpark/223258876168,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef78097c881b4acc8d5fcd4539c1802c&thumb=Y,2023-11-15,시민,00:00.0,00:00.0,,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144218&menuNo=200008
콘서트,마포구,"[2023 카즈미 타테이시 트리오 내한공연] 크리스마스, 재즈를 만나다",2023-12-10~2023-12-10,마포아트센터 아트홀 맥,기타,만 7세 이상,"VIP석 77,000원 / R석 66,000원 / S석 55,000원 / A석 44,000원",,"Let It Snow, White Christmas 등 재즈로 즐기는 크리스마스의 특별한 선율",,https://tickets.interpark.com/goods/23012376,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d4309b7571e4ad5aab07a8811b72f91&thumb=Y,2023-09-11,시민,00:00.0,00:00.0,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143244&menuNo=200008
교육/체험,중구,"[서소문성지 역사박물관] 특별기획전 '모든 이를 위하여' 연계 심포지엄 '대한민국과 교황청, 함께 공동선을 향하여'",2023-12-09~2023-12-09,서소문성지 역사박물관 B1 명례방,기타,누구나 ,,,,,https://www.seosomun.org/programs/view.do?pType=E&pNo=96,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7f34919f76fd47cb89f529ac9e024fc8&thumb=Y,2023-11-22,시민,00:00.0,00:00.0,기타,37.56056785,126.9688672,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144314&menuNo=200011
클래식,강동구,디토 오케스트라 정기연주회 [BEETHOVEN NO.9],2023-12-09~2023-12-09,대극장 한강,강동문화재단,8세 이상 관람가,"R석 70,000원, S석 50,000원, A석 30,000원",,,,https://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=2010&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=049299fc2f134eef994a86e24f49874b&thumb=Y,2023-11-04,기관,00:00.0,00:00.0,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144026&menuNo=200008
뮤지컬/오페라,종로구,2023 오페라 갈라 콘서트,2023-12-09~2023-12-09,세종대극장,세종문화회관,만 7세 이상,"VIP석 120,000원 R석 100,000원 S석 80,000원 A석 50,000원 B석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33854&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fb5ce4b0fbbe432480b394f10d0df5cb&thumb=Y,2023-11-17,기관,00:00.0,00:00.0,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144259&menuNo=200008
클래식,종로구,세종CEO합창단 제15회 정기연주회,2023-12-09~2023-12-09,세종체임버홀,세종문화회관,전체 관람가(연령제한 없음),전석 무료 초대,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34760&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d68eb45e67bc48d6869bdb2f796f1a8a&thumb=Y,2023-11-20,기관,00:00.0,00:00.0,,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144303&menuNo=200008
콘서트,마포구,[서울마포음악창작소] 2023 M 인디열전 ♪ EXTENSION,2023-12-08~2023-12-09,마포아트센터 아트홀맥,마포문화재단,누구나,R석 3만원 / S석 2만원,,,,https://mapoindie.or.kr/sub/program/program_view.asp?mode=view&idx=1147,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2a5cb250e1a04b86a928b1d867181298&thumb=Y,2023-11-15,기관,00:00.0,00:00.0,,37.55506905,126.9575349,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=144216&menuNo=200008
국악,금천구,[너나나시리즈] 국악뮤지컬 제비씨의 크리스마스,2023-12-08~2023-12-09,금나래아트홀,금천문화재단,36개월 이상,전석 2만원,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3569&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae60e64ee94d456e9ee738db4debe1ea&thumb=Y,2023-10-18,기관,00:00.0,00:00.0,기타,37.45657851,126.8959725,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=143782&menuNo=200008
